Date,Price,Return,logReturn,RiskFreeRate,Premium,logRPremium
1993/9/30,4007.864,-0.007707733,-0.007737591,0.0295,-0.037207733,-0.037237591
1993/10/29,4090.7704,0.020685931,0.020474883,0.0302,-0.009514069,-0.009725117
1993/11/30,4051.7672,-0.009534439,-0.009580183,0.031,-0.040534439,-0.040580183
1993/12/31,4100.6577,0.012066463,0.011994244,0.0306,-0.018533537,-0.018605756
1994/1/31,4240.0937,0.034003326,0.033437993,0.0298,0.004203326,0.003637993
1994/2/28,4125.0019,-0.027143693,-0.027518888,0.0325,-0.059643693,-0.060018888
1994/3/31,3945.2262,-0.043581968,-0.044560189,0.035,-0.078581968,-0.079560189
1994/4/29,3995.812,0.012822028,0.012740522,0.0368,-0.023977972,-0.024059478
1994/5/31,4061.4021,0.016414711,0.016281446,0.0414,-0.024985289,-0.025118554
1994/6/30,3961.9267,-0.024492872,-0.024797811,0.0414,-0.065892872,-0.066197811
1994/7/29,4091.8924,0.032803661,0.032277105,0.0433,-0.010496339,-0.011022895
1994/8/31,4259.6566,0.040999172,0.040180994,0.0448,-0.003800828,-0.004619006
1994/9/30,4155.39,-0.024477701,-0.02478226,0.0462,-0.070677701,-0.07098226
1994/10/31,4248.7547,0.022468336,0.022219642,0.0495,-0.027031664,-0.027280358
1994/11/30,4094.0217,-0.036418436,-0.037098141,0.0529,-0.089318436,-0.089998141
1994/12/30,4154.5381,0.014781651,0.014673467,0.056,-0.041218349,-0.041326533
1995/1/31,4262.2746,0.025932245,0.025601707,0.0571,-0.031167755,-0.031498293
1995/2/28,4428.3814,0.038971398,0.038231183,0.0577,-0.018728602,-0.019468817
1995/3/31,4559.0294,0.029502427,0.029075605,0.0573,-0.027797573,-0.028224395
1995/4/28,4693.2749,0.02944607,0.029020862,0.0565,-0.02705393,-0.027479138
1995/5/31,4880.7557,0.039946691,0.039169453,0.0567,-0.016753309,-0.017530547
1995/6/30,4994.1,0.023222695,0.022957151,0.0547,-0.031477305,-0.031742849
1995/7/31,5159.7053,0.033160189,0.03262225,0.0542,-0.021039811,-0.02157775
1995/8/31,5172.5233,0.00248425,0.00248117,0.054,-0.05151575,-0.05151883
1995/9/29,5390.8288,0.042204836,0.041338504,0.0528,-0.010595164,-0.011461496
1995/10/31,5371.5038,-0.003584792,-0.003591233,0.0528,-0.056384792,-0.056391233
1995/11/30,5607.1714,0.043873673,0.042938479,0.0536,-0.009726327,-0.010661521
1995/12/29,5714.9438,0.019220458,0.019038078,0.0514,-0.032179542,-0.032361922
1996/1/31,5909.1022,0.033973807,0.033409444,0.05,-0.016026193,-0.016590556
1996/2/29,5963.8193,0.009259799,0.00921719,0.0483,-0.039040201,-0.03908281
1996/3/29,6021.2157,0.009624101,0.009578084,0.0496,-0.039975899,-0.040021916
1996/4/30,6109.7919,0.014710684,0.014603531,0.0495,-0.034789316,-0.034896469
1996/5/31,6266.9289,0.025718879,0.025393712,0.0502,-0.024481121,-0.024806288
1996/6/28,6290.731,0.003798049,0.003790854,0.0509,-0.047101951,-0.047109146
1996/7/31,6012.6513,-0.044204672,-0.045211481,0.0515,-0.095704672,-0.096711481
1996/8/30,6139.5022,0.021097332,0.020877865,0.0505,-0.029402668,-0.029622135
1996/9/30,6485.0837,0.056288195,0.05476106,0.0509,0.005388195,0.00386106
1996/10/31,6663.8363,0.027563653,0.027190615,0.0499,-0.022336347,-0.022709385
1996/11/29,7167.4953,0.075580938,0.072860923,0.0503,0.025280938,0.022560923
1996/12/31,7025.3341,-0.019834153,-0.02003349,0.0491,-0.068934153,-0.06913349
1997/1/31,7464.1201,0.06245767,0.060584781,0.0503,0.01215767,0.010284781
1997/2/28,7522.6231,0.007837896,0.00780734,0.0501,-0.042262104,-0.04229266
1997/3/31,7213.554,-0.041085283,-0.041953137,0.0514,-0.092485283,-0.093353137
1997/4/30,7643.9876,0.059670115,0.057957648,0.0516,0.008070115,0.006357648
1997/5/30,8109.3498,0.060879507,0.059098288,0.0505,0.010379507,0.008598288
1997/6/30,8472.6743,0.04480316,0.043828504,0.0493,-0.00449684,-0.005471496
1997/7/31,9146.4178,0.07951958,0.076516109,0.0505,0.02901958,0.026016109
1997/8/29,8633.7477,-0.056051463,-0.05768363,0.0514,-0.107451463,-0.10908363
1997/9/30,9106.5737,0.054764862,0.053317862,0.0495,0.005264862,0.003817862
1997/10/31,8802.3483,-0.03340723,-0.033977999,0.0497,-0.08310723,-0.083677999
1997/11/28,9209.8929,0.046299531,0.045259683,0.0514,-0.005100469,-0.006140317
1997/12/31,9367.8588,0.017151763,0.017006332,0.0516,-0.034448237,-0.034593668
1998/1/30,9471.369,0.011049505,0.010988905,0.0504,-0.039350495,-0.039411095
1998/2/27,10154.4812,0.072123914,0.069641647,0.0509,0.021223914,0.018741647
1998/3/31,10674.3993,0.051200853,0.04993318,0.0503,0.000900853,-0.00036682
1998/4/30,10781.5338,0.010036584,0.009986551,0.0495,-0.039463416,-0.039513449
1998/5/29,10595.8894,-0.017218737,-0.017368704,0.05,-0.067218737,-0.067368704
1998/6/30,11026.1867,0.040609833,0.039806919,0.0498,-0.009190167,-0.009993081
1998/7/31,10908.6512,-0.010659669,-0.01071689,0.0496,-0.060259669,-0.06031689
1998/8/31,9331.4499,-0.144582613,-0.156165758,0.049,-0.193582613,-0.205165758
1998/9/30,9929.2689,0.064064964,0.062096445,0.0461,0.017964964,0.015996445
1998/10/30,10736.824,0.081330771,0.078192478,0.0396,0.041730771,0.038592478
1998/11/30,11387.5356,0.060605594,0.05884006,0.0441,0.016505594,0.01474006
1998/12/31,12043.4921,0.057603025,0.056005051,0.0439,0.013703025,0.012105051
1999/1/29,12547.1057,0.041816244,0.040965578,0.0434,-0.001583756,-0.002434422
1999/2/26,12157.0622,-0.031086333,-0.031579766,0.0444,-0.075486333,-0.075979766
1999/3/31,12643.4388,0.040007741,0.039228157,0.0444,-0.004392259,-0.005171843
1999/4/30,13132.9572,0.038717188,0.037986479,0.0429,-0.004182812,-0.004913521
1999/5/31,12822.8002,-0.023616692,-0.023900036,0.045,-0.068616692,-0.068900036
1999/6/30,13534.4325,0.055497418,0.054012142,0.0457,0.009797418,0.008312142
1999/7/30,13111.6953,-0.031234202,-0.031732391,0.0455,-0.076734202,-0.077232391
1999/8/31,13046.9868,-0.004935174,-0.004947392,0.0472,-0.052135174,-0.052147392
1999/9/30,12689.296,-0.027415587,-0.027798407,0.0468,-0.074215587,-0.074598407
1999/10/29,13492.1927,0.063273542,0.061352396,0.0486,0.014673542,0.012752396
1999/11/30,13766.4073,0.020323946,0.020120171,0.0507,-0.030376054,-0.030579829
1999/12/31,14577.0071,0.058882451,0.05721406,0.052,0.006882451,0.00521406
2000/1/31,13844.6231,-0.050242412,-0.051548498,0.0532,-0.103442412,-0.104748498
2000/2/29,13582.4337,-0.018937995,-0.019119615,0.0555,-0.074437995,-0.074619615
2000/3/31,14911.2131,0.09783073,0.093336169,0.0569,0.04093073,0.036436169
2000/4/28,14462.5092,-0.03009171,-0.030553758,0.0566,-0.08669171,-0.087153758
2000/5/31,14165.7,-0.020522663,-0.020736179,0.0579,-0.078422663,-0.078636179
2000/6/30,14514.9215,0.024652612,0.02435364,0.0569,-0.032247388,-0.03254636
2000/7/31,14288.8781,-0.015573174,-0.01569571,0.0596,-0.075173174,-0.07529571
2000/8/31,15176.4294,0.062114835,0.060262047,0.0609,0.001214835,-0.000637953
2000/9/29,14375.1783,-0.052795758,-0.054240537,0.06,-0.112795758,-0.114240537
2000/10/31,14314.3278,-0.004233026,-0.00424201,0.0611,-0.065333026,-0.06534201
2000/11/30,13185.8575,-0.078835019,-0.082116126,0.0617,-0.140535019,-0.143816126
2000/12/29,13250.3001,0.004887251,0.004875348,0.0577,-0.052812749,-0.052824652
2001/1/31,13720.4043,0.035478759,0.034863889,0.0515,-0.016021241,-0.016636111
2001/2/28,12469.2476,-0.091189492,-0.095618669,0.0488,-0.139989492,-0.144418669
2001/3/30,11679.3247,-0.063349684,-0.065445262,0.0442,-0.107549684,-0.109645262
2001/4/30,12586.8294,0.077701813,0.074830823,0.0387,0.039001813,0.036130823
2001/5/31,12671.1476,0.006698923,0.006676585,0.0362,-0.029501077,-0.029523415
2001/6/29,12362.6644,-0.024345324,-0.024646571,0.0349,-0.059245324,-0.059546571
2001/7/31,12240.8435,-0.009853936,-0.009902807,0.0351,-0.044953936,-0.045002807
2001/8/31,11474.5782,-0.06259906,-0.064644191,0.0336,-0.09619906,-0.098244191
2001/9/28,10547.8288,-0.080765444,-0.084213959,0.0264,-0.107165444,-0.110613959
2001/10/31,10748.804,0.019053703,0.018874455,0.0216,-0.002546297,-0.002725545
2001/11/30,11573.4031,0.076715428,0.073915137,0.0187,0.058015428,0.055215137
2001/12/31,11674.7804,0.008759507,0.008721365,0.0169,-0.008140493,-0.008178635
2002/1/31,11504.5109,-0.014584386,-0.014691783,0.0165,-0.031084386,-0.031191783
2002/2/28,11282.3972,-0.019306662,-0.019495469,0.0172,-0.036506662,-0.036695469
2002/3/29,11706.7174,0.037609046,0.036919073,0.0179,0.019709046,0.019019073
2002/4/30,10996.7952,-0.060642294,-0.062558929,0.0171,-0.077742294,-0.079658929
2002/5/31,10915.7757,-0.007367556,-0.00739483,0.0173,-0.024667556,-0.02469483
2002/6/28,10139.1081,-0.071150931,-0.073809019,0.017,-0.088150931,-0.090809019
2002/7/31,9348.7999,-0.077946521,-0.081152054,0.0168,-0.094746521,-0.097952054
2002/8/30,9409.9784,0.006543995,0.006522676,0.0162,-0.009656005,-0.009677324
2002/9/30,8387.2871,-0.108681578,-0.115053539,0.0163,-0.124981578,-0.131353539
2002/10/31,9125.5273,0.08801895,0.084358565,0.0158,0.07221895,0.068558565
2002/11/29,9662.6422,0.058858506,0.057191446,0.0123,0.046558506,0.044891446
2002/12/31,9094.9418,-0.058752087,-0.060548718,0.0119,-0.070652087,-0.072448718
2003/1/31,8856.6778,-0.026197419,-0.026546685,0.0117,-0.037897419,-0.038246685
2003/2/28,8723.7911,-0.015004125,-0.015117826,0.0117,-0.026704125,-0.026817826
2003/3/31,8808.409,0.009699671,0.009652931,0.0113,-0.001600329,-0.001647069
2003/4/30,9533.7949,0.082351523,0.079136011,0.0113,0.071051523,0.067836011
2003/5/30,10036.0535,0.052681918,0.051341115,0.0107,0.041981918,0.040641115
2003/6/30,10163.9882,0.012747511,0.012666945,0.0092,0.003547511,0.003466945
2003/7/31,10342.8475,0.017597354,0.017444314,0.009,0.008597354,0.008444314
2003/8/29,10544.4574,0.019492688,0.019305139,0.0095,0.009992688,0.009805139
2003/9/30,10432.4784,-0.010619702,-0.010676494,0.0094,-0.020019702,-0.020076494
2003/10/31,11022.1629,0.056523913,0.054984192,0.0092,0.047323913,0.045784192
2003/11/28,11118.9643,0.008782432,0.008744091,0.0093,-0.000517568,-0.000555909
2003/12/31,11702.0233,0.052438247,0.051109612,0.009,0.043438247,0.042109612
2004/1/30,11916.7992,0.018353741,0.018187344,0.0088,0.009553741,0.009387344
2004/2/27,12082.3191,0.013889627,0.01379405,0.0093,0.004589627,0.00449405
2004/3/31,11900.0233,-0.015087815,-0.015202794,0.0094,-0.024487815,-0.024602794
2004/4/30,11713.2882,-0.015691994,-0.015816417,0.0094,-0.025091994,-0.025216417
2004/5/31,11873.8415,0.013706937,0.013613846,0.0102,0.003506937,0.003413846
2004/6/30,12104.8083,0.019451733,0.019264967,0.0127,0.006751733,0.006564967
2004/7/30,11704.1387,-0.033100037,-0.03366024,0.0133,-0.046400037,-0.04696024
2004/8/31,11751.3835,0.004036589,0.004028464,0.0148,-0.010763411,-0.010771536
2004/9/30,11878.5879,0.010824632,0.010766465,0.0165,-0.005675368,-0.005733535
2004/10/29,12060.1047,0.015281008,0.01516543,0.0176,-0.002318992,-0.00243457
2004/11/30,12548.0201,0.040456979,0.039660019,0.0207,0.019756979,0.018960019
2004/12/31,12974.6975,0.034003564,0.033438223,0.0219,0.012103564,0.011538223
2005/1/31,12658.4237,-0.024376198,-0.024678216,0.0233,-0.047676198,-0.047978216
2005/2/28,12924.7851,0.021042225,0.020823895,0.0254,-0.004357775,-0.004576105
2005/3/31,12695.9049,-0.017708627,-0.017867301,0.0274,-0.045108627,-0.045267301
2005/4/29,12455.1553,-0.018962776,-0.019144875,0.0278,-0.046762776,-0.046944875
2005/5/31,12851.4355,0.03181656,0.0313209,0.0284,0.00341656,0.0029209
2005/6/30,12869.7031,0.001421444,0.001420435,0.0297,-0.028278556,-0.028279565
2005/7/29,13348.2841,0.037186639,0.036511893,0.0322,0.004986639,0.004311893
2005/8/31,13226.5057,-0.00912315,-0.009165021,0.0344,-0.04352315,-0.043565021
2005/9/30,13333.6281,0.00809907,0.008066449,0.0342,-0.02610093,-0.026133551
2005/10/31,13111.4061,-0.016666282,-0.016806727,0.0371,-0.053766282,-0.053906727
2005/11/30,13607.2697,0.037819254,0.037121641,0.0388,-0.000980746,-0.001678359
2005/12/30,13611.3574,0.000300406,0.00030036,0.0389,-0.038599594,-0.03859964
2006/1/31,13971.8456,0.026484368,0.026139729,0.0424,-0.015915632,-0.016260271
2006/2/28,14009.6187,0.002703515,0.002699867,0.0443,-0.041596485,-0.041600133
2006/3/31,14183.869,0.012437905,0.012361189,0.0451,-0.032662095,-0.032738811
2006/4/28,14374.2819,0.013424609,0.013335298,0.046,-0.032575391,-0.032664702
2006/5/31,13960.5924,-0.028779838,-0.029202099,0.0472,-0.075979838,-0.076402099
2006/6/30,13979.1018,0.001325832,0.001324954,0.0479,-0.046574168,-0.046575046
2006/7/31,14065.3765,0.006171691,0.006152724,0.0495,-0.043328309,-0.043347276
2006/8/31,14400.0569,0.023794628,0.023515948,0.0496,-0.025805372,-0.026084052
2006/9/29,14770.7965,0.025745704,0.025419864,0.0481,-0.022354296,-0.022680136
2006/10/31,15252.0564,0.032581852,0.032062318,0.0492,-0.016618148,-0.017137682
2006/11/30,15542.1115,0.019017442,0.018838871,0.0494,-0.030382558,-0.030561129
2006/12/29,15758.7814,0.013940828,0.013844548,0.0485,-0.034559172,-0.034655452
2007/1/31,15997.0777,0.015121493,0.015008303,0.0498,-0.034678507,-0.034791697
2007/2/28,15684.2592,-0.019554728,-0.019748451,0.0503,-0.069854728,-0.070048451
2007/3/30,15859.4455,0.011169562,0.011107643,0.0494,-0.038230438,-0.038292357
2007/4/30,16562.0177,0.044299922,0.04334673,0.0487,-0.004400078,-0.00535327
2007/5/31,17139.7835,0.034884989,0.034290298,0.0473,-0.012415011,-0.013009702
2007/6/29,16854.8732,-0.016622748,-0.016762456,0.0461,-0.062722748,-0.062862456
2007/7/31,16332.3343,-0.031002245,-0.031492983,0.0482,-0.079202245,-0.079692983
2007/8/31,16577.121,0.014987858,0.014876649,0.042,-0.027012142,-0.027123351
2007/9/28,17196.9146,0.037388495,0.036706492,0.0389,-0.001511505,-0.002193508
2007/10/31,17470.4559,0.015906417,0.015781236,0.039,-0.023093583,-0.023218764
2007/11/30,16753.6272,-0.04103091,-0.041896436,0.0327,-0.07373091,-0.074596436
2007/12/31,16636.7577,-0.006975773,-0.007000217,0.03,-0.036975773,-0.037000217
2008/1/31,15638.8372,-0.059982872,-0.061857182,0.0275,-0.087482872,-0.089357182
2008/2/29,15130.7344,-0.032489807,-0.033029319,0.0212,-0.053689807,-0.054229319
2008/3/31,15065.3206,-0.00432324,-0.004332612,0.0126,-0.01692324,-0.016932612
2008/4/30,15799.1297,0.048708495,0.047559403,0.0129,0.035808495,0.034659403
2008/5/30,16003.767,0.012952441,0.012869276,0.0173,-0.004347559,-0.004430724
2008/6/30,14654.4616,-0.084311737,-0.088079297,0.0186,-0.102911737,-0.106679297
2008/7/31,14531.2729,-0.008406225,-0.008441756,0.0163,-0.024706225,-0.024741756
2008/8/29,14741.497,0.014467012,0.014363363,0.0172,-0.002732988,-0.002836637
2008/9/30,13427.8037,-0.089115325,-0.093338982,0.0113,-0.100415325,-0.104638982
2008/10/31,11172.593,-0.167950824,-0.183863735,0.0067,-0.174650824,-0.190563735
2008/11/28,10370.9822,-0.071747964,-0.074451993,0.0019,-0.073647964,-0.076351993
2008/12/31,10481.1791,0.010625503,0.010569449,0.0003,0.010325503,0.010269449
2009/1/30,9597.791,-0.084283275,-0.088048214,0.0013,-0.085583275,-0.089348214
2009/2/27,8575.8308,-0.106478689,-0.112585093,0.003,-0.109478689,-0.115585093
2009/3/31,9327.0651,0.087599011,0.083972525,0.0021,0.085499011,0.081872525
2009/4/30,10219.5691,0.095689693,0.091384022,0.0016,0.094089693,0.089784022
2009/5/29,10790.8475,0.055900439,0.0543939,0.0018,0.054100439,0.0525939
2009/6/30,10812.2046,0.001979187,0.001977231,0.0018,0.000179187,0.000177231
2009/7/31,11629.9423,0.075630986,0.072907454,0.0018,0.073830986,0.071107454
2009/8/31,12049.5982,0.036084091,0.03544831,0.0017,0.034384091,0.03374831
2009/9/30,12499.1819,0.037311095,0.036631879,0.0012,0.036111095,0.035431879
2009/10/30,12266.8614,-0.018586856,-0.018761763,0.0007,-0.019286856,-0.019461763
2009/11/30,13002.1504,0.059941086,0.058213328,0.0005,0.059441086,0.057713328
2009/12/31,13253.2561,0.019312628,0.019128506,0.0005,0.018812628,0.018628506
2010/1/29,12776.5255,-0.035970828,-0.036633724,0.0006,-0.036570828,-0.037233724
2010/2/26,13172.0317,0.030955693,0.030486229,0.0011,0.029855693,0.029386229
2010/3/31,13966.9253,0.060347076,0.058596285,0.0015,0.058847076,0.057096285
2010/4/30,14187.3285,0.015780366,0.015657151,0.0016,0.014180366,0.014057151
2010/5/31,13054.5022,-0.079847753,-0.083216137,0.0016,-0.081447753,-0.084816137
2010/6/30,12371.031,-0.05235521,-0.053775541,0.0012,-0.05355521,-0.054975541
2010/7/30,13237.7324,0.070058947,0.067713737,0.0016,0.068458947,0.066113737
2010/8/31,12640.092,-0.045146735,-0.0461976,0.0016,-0.046746735,-0.0477976
2010/9/30,13768.093,0.089239936,0.085480147,0.0015,0.087739936,0.083980147
2010/10/29,14291.9435,0.038048152,0.037342173,0.0013,0.036748152,0.036042173
2010/11/30,14293.6648,0.000120438,0.000120431,0.0014,-0.001279562,-0.001279569
2010/12/31,15249.0176,0.066837499,0.064698663,0.0014,0.065437499,0.063298663
2011/1/31,15610.378,0.023697291,0.023420868,0.0015,0.022197291,0.021920868
2011/2/28,16145.0446,0.034250714,0.033677217,0.0013,0.032950714,0.032377217
2011/3/31,16151.5577,0.000403412,0.00040333,0.001,-0.000596588,-0.00059667
2011/4/29,16629.753,0.02960676,0.029176943,0.0006,0.02900676,0.028576943
2011/5/31,16441.4622,-0.011322525,-0.011387113,0.0004,-0.011722525,-0.011787113
2011/6/30,16167.3769,-0.016670373,-0.016810887,0.0004,-0.017070373,-0.017210887
2011/7/29,15838.5201,-0.020340764,-0.020550486,0.0004,-0.020740764,-0.020950486
2011/8/31,14978.011,-0.054330145,-0.055861762,0.0002,-0.054530145,-0.056061762
2011/9/30,13925.1113,-0.070296363,-0.072889414,0.0001,-0.070396363,-0.072989414
2011/10/31,15447.0124,0.109291845,0.103721834,0.0002,0.109091845,0.103521834
2011/11/30,15412.7197,-0.002220022,-0.002222489,0.0001,-0.002320022,-0.002322489
2011/12/30,15570.0911,0.010210489,0.010158714,0.0001,0.010110489,0.010058714
2012/1/31,16267.8212,0.044812204,0.04383716,0.0003,0.044512204,0.04353716
2012/2/29,16971.2819,0.043242466,0.042333618,0.0009,0.042342466,0.041433618
2012/3/30,17528.8452,0.03285334,0.032325206,0.0008,0.03205334,0.031525206
2012/4/30,17418.715,-0.006282798,-0.006302618,0.0008,-0.007082798,-0.007102618
2012/5/31,16371.8596,-0.060099462,-0.06198122,0.0009,-0.060999462,-0.06288122
2012/6/29,17046.4515,0.041204354,0.040378076,0.0009,0.040304354,0.039478076
2012/7/31,17283.1562,0.013885864,0.013790338,0.001,0.012885864,0.012790338
2012/8/31,17672.7578,0.022542272,0.022291949,0.001,0.021542272,0.021291949
2012/9/28,18129.3959,0.025838531,0.025510357,0.0011,0.024738531,0.024410357
2012/10/31,17794.6561,-0.018463925,-0.018636511,0.001,-0.019463925,-0.019636511
2012/11/30,17897.8394,0.005798555,0.005781809,0.0009,0.004898555,0.004881809
2012/12/31,18060.2544,0.009074559,0.009033633,0.0007,0.008374559,0.008333633
2013/1/31,18995.6056,0.051790588,0.050494034,0.0007,0.051090588,0.049794034
2013/2/28,19253.3482,0.013568538,0.01347731,0.001,0.012568538,0.01247731
2013/3/29,19975.4414,0.037504812,0.036818611,0.0009,0.036604812,0.035918611
2013/4/30,20360.2625,0.019264711,0.019081495,0.0006,0.018664711,0.018481495
2013/5/31,20836.1159,0.023371673,0.023102738,0.0004,0.022971673,0.022702738
2013/6/28,20556.3659,-0.013426207,-0.013517153,0.0005,-0.013926207,-0.014017153
2013/7/31,21602.3525,0.050883829,0.049631552,0.0004,0.050483829,0.049231552
2013/8/30,20976.3141,-0.028980103,-0.02940832,0.0004,-0.029380103,-0.02980832
2013/9/30,21634.1784,0.031362245,0.030880496,0.0002,0.031162245,0.030680496
2013/10/31,22628.5485,0.045962924,0.04493792,0.0005,0.045462924,0.04443792
2013/11/29,23317.7821,0.030458586,0.030003933,0.0007,0.029758586,0.029303933
2013/12/31,23906.5082,0.025247946,0.024934482,0.0007,0.024547946,0.024234482
2014/1/31,23079.9587,-0.034574246,-0.035186079,0.0004,-0.034974246,-0.035586079
2014/2/28,24135.3052,0.045725667,0.044711062,0.0005,0.045225667,0.044211062
2014/3/31,24338.2342,0.008407973,0.008372823,0.0005,0.007907973,0.007872823
2014/4/30,24518.0784,0.007389369,0.007362202,0.0003,0.007089369,0.007062202
2014/5/30,25093.1999,0.023457038,0.02318615,0.0003,0.023157038,0.02288615
2014/6/30,25611.5821,0.020658274,0.020447786,0.0004,0.020258274,0.020047786
2014/7/31,25258.3399,-0.013792283,-0.013888281,0.0003,-0.014092283,-0.014188281
2014/8/29,26268.4906,0.039992759,0.039213751,0.0003,0.039692759,0.038913751
2014/9/30,25900.1808,-0.014020973,-0.014120195,0.0002,-0.014220973,-0.014320195
2014/10/31,26532.6718,0.024420331,0.024126922,0.0002,0.024220331,0.023926922
2014/11/28,27245.6637,0.026872224,0.026517506,0.0002,0.026672224,0.026317506
2014/12/31,27175.554,-0.002573243,-0.002576559,0.0003,-0.002873243,-0.002876559
2015/1/30,26359.7898,-0.03001831,-0.030478084,0.0003,-0.03031831,-0.030778084
2015/2/27,27874.4193,0.057459847,0.055869662,0.0002,0.057259847,0.055669662
2015/3/31,27433.6788,-0.015811648,-0.015937985,0.0003,-0.016111648,-0.016237985
2015/4/30,27696.5072,0.009580501,0.009534899,0.0002,0.009380501,0.009334899
2015/5/29,28052.7185,0.012861235,0.012779232,0.0002,0.012661235,0.012579232
2015/6/30,27509.6686,-0.019358192,-0.019548015,0.0002,-0.019558192,-0.019748015
2015/7/31,28086.1167,0.020954382,0.020737858,0.0003,0.020654382,0.020437858
2015/8/31,26391.2061,-0.060346919,-0.062244534,0.0007,-0.061046919,-0.062944534
2015/9/30,25738.303,-0.024739419,-0.025050581,0.0002,-0.024939419,-0.025250581
2015/10/30,27909.3858,0.084352212,0.080982769,0.0002,0.084152212,0.080782769
2015/11/30,27992.1372,0.002965003,0.002960616,0.0012,0.001765003,0.001760616
2015/12/31,27548.1152,-0.015862383,-0.015989537,0.0023,-0.018162383,-0.018289537
2016/1/29,26181.0252,-0.049625537,-0.0508992,0.0026,-0.052225537,-0.0534992
2016/2/29,26145.4471,-0.001358927,-0.001359851,0.0031,-0.004458927,-0.004459851
2016/3/31,27919.0391,0.067835597,0.065633793,0.0029,0.064935597,0.062733793
2016/4/29,28027.34,0.003879106,0.003871601,0.0023,0.001579106,0.001571601
2016/5/31,28530.2546,0.017943715,0.017784627,0.0027,0.015243715,0.015084627
2016/6/30,28604.3008,0.002595357,0.002591995,0.0027,-0.000104643,-0.000108005
2016/7/29,29658.7852,0.03686454,0.036201294,0.003,0.03386454,0.033201294
2016/8/31,29700.5219,0.001407229,0.00140624,0.003,-0.001592771,-0.00159376
2016/9/30,29705.7647,0.000176522,0.000176507,0.0029,-0.002723478,-0.002723493
2016/10/31,29163.8794,-0.018241756,-0.018410188,0.0033,-0.021541756,-0.021710188
2016/11/30,30244.0011,0.037036283,0.036366917,0.0045,0.032536283,0.031866917
2016/12/30,30839.4866,0.019689376,0.019498047,0.0051,0.014589376,0.014398047
2017/1/31,31424.3982,0.018966321,0.018788703,0.0051,0.013866321,0.013688703
2017/2/28,32672.1133,0.039705298,0.038937306,0.0052,0.034505298,0.033737306
2017/3/31,32709.9255,0.001157323,0.001156654,0.0074,-0.006242677,-0.006243346
2017/4/28,33045.8909,0.010271054,0.010218665,0.008,0.002271054,0.002218665
2017/5/31,33510.9134,0.014072022,0.01397393,0.0089,0.005172022,0.00507393
2017/6/30,33719.7507,0.006231919,0.006212581,0.0098,-0.003568081,-0.003587419
2017/7/31,34413.1031,0.020562204,0.020353656,0.0107,0.009862204,0.009653656
2017/8/31,34518.4464,0.003061139,0.003056463,0.0101,-0.007038861,-0.007043537
2017/9/29,35230.2081,0.020619749,0.02041004,0.0103,0.010319749,0.01011004
2017/10/31,36052.2608,0.023333745,0.023065675,0.0107,0.012633745,0.012365675
2017/11/30,37158.0321,0.030671344,0.03021038,0.0123,0.018371344,0.01791038
2017/12/29,37568.2233,0.011039099,0.010978613,0.0132,-0.002160901,-0.002221387
2018/1/31,39718.3343,0.057232172,0.055654334,0.0141,0.043132172,0.041554334
2018/2/28,38254.3261,-0.036859758,-0.037556248,0.0157,-0.052559758,-0.053256248
2018/3/30,37281.9337,-0.025419149,-0.025747796,0.017,-0.042419149,-0.042747796
2018/4/30,37424.939,0.00383578,0.003828442,0.0176,-0.01376422,-0.013771558
2018/5/31,38326.0313,0.024077322,0.023792033,0.0186,0.005477322,0.005192033
2018/6/29,38561.6462,0.006147647,0.006128827,0.019,-0.012852353,-0.012871173
2018/7/31,39996.7351,0.037215447,0.036539668,0.0196,0.017615447,0.016939668
2018/8/31,41299.9548,0.032583152,0.032063577,0.0203,0.012283152,0.011763577
2018/9/28,41534.7195,0.005684382,0.005668286,0.0213,-0.015615618,-0.015631714
2018/10/31,38695.7272,-0.068352269,-0.070800506,0.0225,-0.090852269,-0.093300506
2018/11/30,39484.1683,0.020375405,0.020170603,0.0233,-0.002924595,-0.003129397
2018/12/31,35917.2216,-0.090338656,-0.094682898,0.0237,-0.114038656,-0.118382898
2019/1/31,38795.4256,0.080134372,0.077085452,0.0237,0.056434372,0.053385452
2019/2/28,40041.0672,0.03210795,0.031603265,0.0239,0.00820795,0.007703265
2019/3/29,40818.878,0.019425326,0.019239063,0.024,-0.004574674,-0.004760937
2019/4/30,42471.6046,0.040489271,0.039691055,0.0238,0.016689271,0.015891055
2019/5/31,39772.5821,-0.06354887,-0.065657943,0.0235,-0.08704887,-0.089157943
2019/6/28,42575.3583,0.070470059,0.068097859,0.0217,0.048770059,0.046397859
2019/7/31,43187.2818,0.014372715,0.014270407,0.021,-0.006627285,-0.006729593
2019/8/30,42503.1924,-0.015840066,-0.015966861,0.0195,-0.035340066,-0.035466861
2019/9/30,43298.1954,0.018704548,0.018531769,0.0189,-0.000195452,-0.000368231
2019/10/31,44235.9175,0.021657302,0.021426115,0.0165,0.005157302,0.004926115
2019/11/29,45841.677,0.036299903,0.035656583,0.0154,0.020899903,0.020256583
2019/12/31,47221.9351,0.030109241,0.029664856,0.0154,0.014709241,0.014264856

